"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","22.80","A","","","2"
"2023-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","22.00","B","","","2"
"2023-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","21.35","A","","","2"
"2023-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","24.45","A","","","2"
"2015-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","","..","","","2"
"2015-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","21.60","B","","","2"
"2015-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","19.70","B","","","2"
"2015-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","20.35","A","","","2"
"2016-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.05","B","","","2"
"2016-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","21.05","B","","","2"
"2016-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","19.30","B","","","2"
"2016-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","26.95","C","","","2"
"2017-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.95","A","","","2"
"2017-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.20","B","","","2"
"2017-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","20.05","A","","","2"
"2017-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","28.35","B","","","2"
"2018-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.00","B","","","2"
"2018-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","26.95","B","","","2"
"2018-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.90","A","","","2"
"2018-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","20.25","B","","","2"
"2019-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","25.85","B","","","2"
"2019-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.70","B","","","2"
"2019-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.00","B","","","2"
"2019-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.85","A","","","2"
"2020-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","28.40","B","","","2"
"2020-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","20.70","B","","","2"
"2021-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","20.65","B","","","2"
"2021-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.45","B","","","2"
"2021-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.30","A","","","2"
"2021-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.05","A","","","2"
"2022-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","21.80","A","","","2"
"2022-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.45","A","","","2"
"2022-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","25.00","A","","","2"
"2022-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","23.05","A","","","2"
"2023-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.75","A","","","2"
"2023-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","22.40","A","","","2"
"2023-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105397905","10.11.25.5","21.50","A","","","2"
"2015-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","","..","","","2"
"2015-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","22.85","B","","","2"
"2015-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","20.80","C","","","2"
"2015-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","28.80","A","","","2"
"2016-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","27.90","A","","","2"
"2016-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","16.10","E","","","2"
"2016-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","20.35","B","","","2"
"2016-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","23.55","B","","","2"
"2017-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","32.10","B","","","2"
"2017-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","19.60","B","","","2"
"2017-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","20.40","B","","","2"
"2017-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","23.15","B","","","2"
"2018-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","28.55","C","","","2"
"2018-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105397908","10.11.26.5","22.00","B","","","2"
